CODIGO_RUC,nombre_empresa_1a,n_obras_asociadas_1a,n_registros_1a,es_consorcio,flag_sancionadas_tce,flag_inhabilitadas_pj,flag_sancionadas_rnp,flag_inhabilitadas_rnp,flag_impedidas_rnp,nombre_empresa_2a,capacidad_maxima_contratacion,capacidad_libre_contratacion,estado_empresa,condicion_empresa,numero_sanciones_tce,numero_sanciones_rnp,flag_fecha_constitucion_alerta,flag_ley_selva_alerta,flag_accionistas_alerta,n_obras_representante,n_representantes_legales,representante_legal_principal,NOMBRE_EMPRESA,risk_score_proxy,y_riesgo_empresa_4niveles,n_vinculos_total,n_contrapartes_unicas,n_veces_ganador,n_veces_participante,ratio_ganador,ratio_participante,n_registros_hora_oferta,n_horas_oferta_distintas,hora_oferta_moda
10073875299,CONSORCIO CONSULTOR AQUA LURÍN,1,1,1,0,0,0,0,0,CONSORCIO CONSULTOR AQUA LURÍN,,0.0,ACTIVO,NO HALLADO,0,0,0,0,0,,,,CONSORCIO CONSULTOR AQUA LURÍN,0,0,13,11,10,3,0.7692307692307693,0.23076923076923078,0.0,0.0,
10075332730,FIGUEROA CORNEJO JORGE ERNESTO(*),1,1,1,0,0,0,0,0,FIGUEROA CORNEJO JORGE ERNESTO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,FIGUEROA CORNEJO JORGE ERNESTO(*),0,0,4,2,2,2,0.5,0.5,1.0,1.0,8:30
10076050134,CONSORCIO MONARCA,1,1,1,0,0,0,0,0,CONSORCIO MONARCA,,0.0,BAJA DE OFICIO,HABIDO,0,0,0,0,0,,,,CONSORCIO MONARCA,0,0,11,8,3,8,0.2727272727272727,0.7272727272727273,0.0,0.0,
10079403402,CONSORCIO TACNA,2,2,1,0,0,0,0,0,CONSORCIO TACNA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,1.0,CANGO CORO DILANIA,CONSORCIO TACNA,0,0,24,17,19,5,0.7916666666666666,0.20833333333333334,0.0,0.0,
10081070062,ZAVALA LAGOS VICTOR HUGO(*),1,1,1,0,0,0,0,0,ZAVALA LAGOS VICTOR HUGO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,ZAVALA LAGOS VICTOR HUGO(*),0,0,14,12,10,4,0.7142857142857143,0.2857142857142857,0.0,0.0,
10082789371,CONSORCIO CUMANÁ,2,2,1,0,0,0,0,0,ROMAN VASQUEZ BENITO URIBE,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO CUMANÁ,0,0,7,3,4,3,0.5714285714285714,0.42857142857142855,0.0,0.0,
10084453159,CONSORCIO CONSULTOR EL SAUCE,1,1,1,0,0,0,0,0,CONSORCIO CONSULTOR EL SAUCE,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,PADILLA PINCHI NATALY ROOS,CONSORCIO CONSULTOR EL SAUCE,0,0,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
10085832943,CONSORCIO SUPERVISION QUIÑONES ET,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISION QUIÑONES ET,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO SUPERVISION QUIÑONES ET,0,0,4,2,2,2,0.5,0.5,0.0,0.0,
10086838228,CONSORCIO CONSULTOR CARRION ,1,1,1,0,0,0,0,0,CONSORCIO CONSULTOR CARRION ,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,6.0,HUADO AVALOS MARCO ANTONIO,CONSORCIO CONSULTOR CARRION ,0,0,24,16,10,14,0.4166666666666667,0.5833333333333334,0.0,0.0,
10096049671,FERNANDEZ PERALTA WALTER MARCOS,1,1,0,0,0,0,0,0,FERNANDEZ PERALTA WALTER MARCOS,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,FERNANDEZ PERALTA WALTER MARCOS,0,0,6,5,5,1,0.8333333333333334,0.16666666666666666,0.0,0.0,
10097262603,CONSORCIO TINGO MARIA,1,1,1,0,0,0,0,0,CONSORCIO TINGO MARIA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,6.0,PRUDENCIO ROBLES WILDE ARTURO,CONSORCIO TINGO MARIA,0,0,8,4,4,4,0.5,0.5,0.0,0.0,
10098008875,CONSORCIO SUPERVISOR SAN JOSE,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISOR SAN JOSE,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,MARTINEZ MERINO WILSON JOSE,CONSORCIO SUPERVISOR SAN JOSE,0,0,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
10099284680,CONSULTORES ASOCIADOS DEL ORIENTE,2,2,1,0,0,0,0,0,LAM CONSULTORES,500000.0,-9930445.6,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSULTORES ASOCIADOS DEL ORIENTE,0,0,21,10,13,8,0.6190476190476191,0.38095238095238093,0.0,0.0,
10099563490,DE LA TORRE MORENO EDUARD EFRAIN(*),3,3,1,0,0,0,0,0,DE LA TORRE MORENO EDUARD EFRAIN(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,1.0,VILA CELAYA JOSE MANUEL,DE LA TORRE MORENO EDUARD EFRAIN(*),0,0,23,13,16,7,0.6956521739130435,0.30434782608695654,0.0,0.0,
10101999039,DEXTRE MORIMOTO EDUARDO RAUL(*),3,3,1,0,0,0,0,0,DEXTRE MORIMOTO EDUARDO RAUL(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,DEXTRE MORIMOTO EDUARDO RAUL(*),0,0,33,16,17,16,0.5151515151515151,0.48484848484848486,0.0,0.0,
10108686869,CROVETTO APARICIO CARLOS ALBERTO,1,1,0,0,0,0,0,0,CROVETTO APARICIO CARLOS ALBERTO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CROVETTO APARICIO CARLOS ALBERTO,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10156781059,ESPIRITU GALVEZ JUAN DEMETRIO,1,1,0,0,0,0,0,0,ESPIRITU GALVEZ JUAN DEMETRIO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,ESPIRITU GALVEZ JUAN DEMETRIO,0,0,6,5,3,3,0.5,0.5,0.0,0.0,
10165700541,FERNANDEZ IDROGO SEGUNDO GRIMANIEL,3,3,1,0,0,0,0,0,FERNANDEZ IDROGO SEGUNDO GRIMANIEL(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,4.0,QUIROZ AYASTA FERNANDO,FERNANDEZ IDROGO SEGUNDO GRIMANIEL,0,0,82,68,63,19,0.7682926829268293,0.23170731707317074,0.0,0.0,
10166135899,BARBOZA ALCANTARA ENRIQUE,2,2,1,0,0,0,0,0,CONSORCIO SUPERVISOR AGUA,600000.0,600000.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,6.0,ROMERO AMPUERO WILMAR RAUL,BARBOZA ALCANTARA ENRIQUE,0,0,107,73,99,8,0.9252336448598131,0.07476635514018691,0.0,0.0,
10166241141,CUBAS RUIZ JORGE NAPOLEON,1,1,0,0,0,0,0,0,CUBAS RUIZ JORGE NAPOLEON,43395440.18,24687858.02,ACTIVO,HABIDO,0,0,0,1,0,,,,CUBAS RUIZ JORGE NAPOLEON,1,1,27,26,26,1,0.9629629629629629,0.037037037037037035,0.0,0.0,
10167259702,CRUZ DAVILA MANUEL ANTONIO(*),1,1,1,0,0,0,0,0,CRUZ DAVILA MANUEL ANTONIO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,PIZARRO ROMERO KATIA BEATRIZ,CRUZ DAVILA MANUEL ANTONIO(*),0,0,5,3,2,3,0.4,0.6,1.0,1.0,15:00
10175354374,MONTALVAN BERNAL WALTER JAVIER(*),2,2,1,0,0,0,0,0,MONTALVAN BERNAL WALTER JAVIER(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,4.0,VASQUEZ DELGADO KRISTIAN NOE,MONTALVAN BERNAL WALTER JAVIER(*),0,0,19,13,8,11,0.42105263157894735,0.5789473684210527,0.0,0.0,
10175607604,CONSORCIO JOAQUIN,1,1,1,0,0,0,0,0,CONSORCIO JOAQUIN,2032217.52,2032217.52,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO JOAQUIN,0,0,5,3,3,2,0.6,0.4,0.0,0.0,
10178959251,CONSORCIO SUPERVISOR AREQUIPA,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISOR AREQUIPA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,3.0,VASQUEZ HUARCAYA DANY MANUEL,CONSORCIO SUPERVISOR AREQUIPA,0,0,9,5,4,5,0.4444444444444444,0.5555555555555556,0.0,0.0,
10181403212,CONSORCIO CARMELO,1,1,1,0,0,0,0,0,CONSORCIO CARMELO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO CARMELO,0,0,4,2,2,2,0.5,0.5,0.0,0.0,
10181420761,VELARDE SAGASTEGUI JUAN STALIN(*),1,1,1,0,0,0,0,0,VELARDE SAGASTEGUI JUAN STALIN(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,CONDORHUAMAN SUPA JESUS DANIEL,VELARDE SAGASTEGUI JUAN STALIN(*),0,0,17,13,7,10,0.4117647058823529,0.5882352941176471,0.0,0.0,
10182053321,RAFAEL LEAN FERNANDO(*),3,3,1,0,1,0,0,0,RAFAEL LEAN FERNANDO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,RAFAEL LEAN FERNANDO(*),3,2,27,12,17,10,0.6296296296296297,0.37037037037037035,0.0,0.0,
10199424039,TOVAR HUANCA ELMER RAUL,1,1,0,0,0,0,0,0,TOVAR HUANCA ELMER RAUL,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,TOVAR HUANCA ELMER RAUL,0,0,4,3,3,1,0.75,0.25,0.0,0.0,
10200447331,CONSORCIO CHECA CONSULTORES,2,2,1,0,1,0,0,0,CONSORCIO SUPERVISOR ALPHA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,2.0,CONDORHUAMAN SUPA JESUS DANIEL,CONSORCIO CHECA CONSULTORES,3,2,27,18,15,12,0.5555555555555556,0.4444444444444444,0.0,0.0,
10200957721,CONSORCIO SUPERVISOR MINECON,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISOR MINECON,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO SUPERVISOR MINECON,0,0,6,4,2,4,0.3333333333333333,0.6666666666666666,0.0,0.0,
10214241400,BORDA OSORIO JUAN FERNANDO,1,1,0,0,0,0,0,0,BORDA OSORIO JUAN FERNANDO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,BORDA OSORIO JUAN FERNANDO,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10214267204,YAÑEZ RODRIGUEZ JESUS DANIEL,1,1,0,0,1,0,0,0,YAÑEZ RODRIGUEZ JESUS DANIEL,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,YAÑEZ RODRIGUEZ JESUS DANIEL,3,2,10,7,7,3,0.7,0.3,0.0,0.0,
10215363011,MARCILLA MIRANDA MARIANO PERCY,1,1,0,0,0,0,0,0,MARCILLA MIRANDA MARIANO PERCY,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MARCILLA MIRANDA MARIANO PERCY,0,0,9,8,8,1,0.8888888888888888,0.1111111111111111,0.0,0.0,
10220763001,HUAYHUA ESPINOZA FELICIANO(*),1,1,1,0,0,0,0,0,HUAYHUA ESPINOZA FELICIANO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,HUAYHUA ESPINOZA FELICIANO(*),0,0,5,3,3,2,0.6,0.4,0.0,0.0,
10225080530,MARTINEZ QUISPE JULIO VICTOR,1,1,0,0,0,0,0,0,MARTINEZ QUISPE JULIO VICTOR,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MARTINEZ QUISPE JULIO VICTOR,0,0,10,8,8,2,0.8,0.2,0.0,0.0,
10238544608,AEDO BELLOTA LUIS DAVID,1,1,0,0,0,0,0,0,AEDO BELLOTA LUIS DAVID,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,AEDO BELLOTA LUIS DAVID,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10238827928,CONSORCIO VIAL CAYLLOMA,1,1,1,0,0,0,0,0,CONSORCIO VIAL CAYLLOMA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO VIAL CAYLLOMA,0,0,4,2,2,2,0.5,0.5,1.0,1.0,8:30
10239167271,MIRANDA FARFAN SAMUEL,2,2,1,0,0,0,0,0,MIRANDA FARFAN SAMUEL(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MIRANDA FARFAN SAMUEL,0,0,12,7,7,5,0.5833333333333334,0.4166666666666667,0.0,0.0,
10239234840,CONSORCIO INGENIERIA DE PUENTES,1,1,1,0,0,0,0,0,CONSORCIO INGENIERIA DE PUENTES,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO INGENIERIA DE PUENTES,0,0,13,7,4,9,0.3076923076923077,0.6923076923076923,0.0,0.0,
10246727819,CHAMPI YANQUI LUIS,1,1,0,0,0,0,0,0,CHAMPI YANQUI LUIS,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,YIP AYALA MIGUEL ANGEL,CHAMPI YANQUI LUIS,0,0,16,12,11,5,0.6875,0.3125,0.0,0.0,
10255871124,BENDAYAN MIGUEL JOSE LUIS(*),1,1,1,0,0,0,1,0,BENDAYAN MIGUEL JOSE LUIS(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,PADILLA PINCHI NATALY ROOS,BENDAYAN MIGUEL JOSE LUIS(*),3,2,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
10266263649,CONSORCIO AGUA,1,1,1,0,0,0,0,0,CONSORCIO AGUA,,0.0,ACTIVO,PENDIENTE,0,0,0,0,0,1.0,6.0,BECERRA RIVERA JORGE ENRIQUE,CONSORCIO AGUA,0,0,47,43,43,4,0.9148936170212766,0.0851063829787234,0.0,0.0,
10267161823,RODRIGUEZ PAJARES WILLIAM FREDY(*),3,3,1,0,0,0,0,0,RODRIGUEZ PAJARES WILLIAM FREDY(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,3.0,DUEÑAS BRAVO DAVID ROY,RODRIGUEZ PAJARES WILLIAM FREDY(*),0,0,28,16,17,11,0.6071428571428571,0.39285714285714285,1.0,1.0,9:00
10267226933,SUPERVISOR SAYTOCOHA,1,1,1,0,0,0,0,0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,SUPERVISOR SAYTOCOHA,0,0,11,8,4,7,0.36363636363636365,0.6363636363636364,1.0,1.0,9:00
10277185534,CONSORCIO COMPANY,1,1,1,0,0,0,0,0,CONSORCIO COMPANY,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,QUISPE MONDRAGON NILO NINIVE,CONSORCIO COMPANY,0,0,32,29,24,8,0.75,0.25,0.0,0.0,
10277207171,CASTRO LOPEZ EDWIN(*),1,1,1,0,0,0,0,0,CASTRO LOPEZ EDWIN(*),900000.0,900000.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CASTRO LOPEZ EDWIN(*),0,0,5,3,3,2,0.6,0.4,0.0,0.0,
10282442243,BARRIENTOS QUISPE HENRI(*),2,2,1,0,0,0,0,0,BARRIENTOS QUISPE HENRI(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,TANTAPOMA CELESTINO CARLOS ENRIQUE,BARRIENTOS QUISPE HENRI(*),0,0,20,14,10,10,0.5,0.5,0.0,0.0,
10285910043,SGS,1,1,1,0,0,0,0,0,SGS,12743219.9,12743219.9,ACTIVO,HABIDO,0,0,0,0,0,1.0,9.0,PAULINO CABEZA ISIDORO NEON,SGS,0,0,68,46,41,27,0.6029411764705882,0.39705882352941174,0.0,0.0,
10296284322,CERRILLO PEZO LUZ VIOLETA(*),1,1,1,0,0,0,0,0,CERRILLO PEZO LUZ VIOLETA(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CERRILLO PEZO LUZ VIOLETA(*),0,0,7,5,5,2,0.7142857142857143,0.2857142857142857,0.0,0.0,
10296325886,MAMANI QUISPE JOSE LUIS,1,1,0,0,0,0,0,0,MAMANI QUISPE JOSE LUIS,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MAMANI QUISPE JOSE LUIS,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10296539967,ABARCA QUISPE AMILCAR(*),1,1,1,0,0,0,0,0,ABARCA QUISPE AMILCAR(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,ABARCA QUISPE AMILCAR(*),0,0,4,2,2,2,0.5,0.5,1.0,1.0,8:30
10297077533,GUTIERREZ BORDA EDGAR ROBERT,1,1,0,0,0,0,0,0,GUTIERREZ BORDA EDGAR ROBERT,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,GUTIERREZ BORDA EDGAR ROBERT,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10297108706,CONSORCIO ARDECO,1,1,1,0,0,0,0,0,CONSORCIO ARDECO,,0.0,ACTIVO,NO HALLADO,0,0,0,0,0,,,,CONSORCIO ARDECO,0,0,7,5,5,2,0.7142857142857143,0.2857142857142857,0.0,0.0,
10311863652,CONSORCIO IRRIGACION SISA,1,1,1,0,0,0,0,0,CONSORCIO IRRIGACION SISA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,3.0,MARTINEZ ÑAHUI SAIDA CARMEN,CONSORCIO IRRIGACION SISA,0,0,4,2,2,2,0.5,0.5,0.0,0.0,
10316063484,CONSORCIO CONSULTORIA JAÉN,1,1,1,0,0,0,0,0,CONSORCIO CONSULTORIA JAÉN,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO CONSULTORIA JAÉN,0,0,7,5,4,3,0.5714285714285714,0.42857142857142855,0.0,0.0,
10316638215,CONSORCIO CHECA CONSULTORES,1,1,1,0,0,0,0,0,CONSORCIO CHECA CONSULTORES,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,CONDORHUAMAN SUPA SAUL WILMER,CONSORCIO CHECA CONSULTORES,0,0,19,14,7,12,0.3684210526315789,0.631578947368421,0.0,0.0,
10321254611,LEON ORDOÑEZ BRUMEL MISAEL,1,1,0,0,0,0,0,0,LEON ORDOÑEZ BRUMEL MISAEL,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,LEON ORDOÑEZ BRUMEL MISAEL,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10329220805,CONSORCIO PROYECTO MANCHAY,1,1,1,0,0,0,0,0,CONSORCIO PROYECTO MANCHAY,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO PROYECTO MANCHAY,0,0,12,9,8,4,0.6666666666666666,0.3333333333333333,0.0,0.0,
10329618221,BOTELLO ALVA WALTER ALFREDO,1,1,0,0,0,0,0,0,BOTELLO ALVA WALTER ALFREDO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,BOTELLO ALVA WALTER ALFREDO,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10329838035,ESPINOSA ORELLANA JOHAN HUMBERTO(*),1,1,1,0,0,0,0,0,ESPINOSA ORELLANA JOHAN HUMBERTO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,VIDAL PALOMINO MARITZA MARCELA,ESPINOSA ORELLANA JOHAN HUMBERTO(*),0,0,8,5,5,3,0.625,0.375,0.0,0.0,
10329924942,MARIN VILCHEZ JAVIER ALEXIS,1,1,0,0,0,0,0,0,MARIN VILCHEZ JAVIER ALEXIS,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MARIN VILCHEZ JAVIER ALEXIS,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10401312400,CONSORCIO WM HOSPITALES,1,1,1,0,0,0,0,0,CONSORCIO WM HOSPITALES,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO WM HOSPITALES,0,0,10,8,5,5,0.5,0.5,0.0,0.0,
10402087442,TEJEDA VASQUEZ ROBERTO MISAEL                                                                       ,1,1,0,0,0,0,0,0,TEJEDA VASQUEZ ROBERTO MISAEL                                                                       ,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,TEJEDA VASQUEZ ROBERTO MISAEL                                                                       ,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10402362427,FLORES VILLANUEVA ROBERTO CARLOS(*),1,1,1,0,0,0,0,0,FLORES VILLANUEVA ROBERTO CARLOS(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,FLORES VILLANUEVA ROBERTO CARLOS(*),0,0,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
10404313598,CONSORCIO LAS REPRESAS,1,1,1,0,0,0,0,0,CONSORCIO LAS REPRESAS,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,HUERTAS JARA ALEXANDER PRIMITIVO,CONSORCIO LAS REPRESAS,0,0,29,24,5,24,0.1724137931034483,0.8275862068965517,0.0,0.0,
10404371865,MURRIETA CORIAT WESTLY REYNERIO(*),2,2,1,0,0,0,0,0,MURRIETA CORIAT WESTLY REYNERIO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MURRIETA CORIAT WESTLY REYNERIO(*),0,0,11,6,7,4,0.6363636363636364,0.36363636363636365,0.0,0.0,
10408417479,CONSORCIO ESTUDIO F & J,4,4,1,0,0,0,0,0,CONSULTORES ASOCIADOS DEL ORIENTE,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,FLORES RUDAS NELLY MARISOL,CONSORCIO ESTUDIO F & J,0,0,46,30,32,14,0.6956521739130435,0.30434782608695654,0.0,0.0,
